secret,turns,path
khaki,4,salet(_y___) -> brond(_____) -> champ(_gg__) -> khaki(ggggg)
kinky,4,salet(_____) -> courd(_____) -> nymph(yy___) -> kinky(ggggg)
kiosk,4,salet(y____) -> mucho(____y) -> dross(__gg_) -> kiosk(ggggg)
kitty,4,salet(____y) -> north(___g_) -> biked(_gy__) -> kitty(ggggg)
knack,4,salet(_y___) -> brond(___y_) -> chain(y_g_y) -> knack(ggggg)
knave,4,salet(_y_y_) -> beard(_yg__) -> aking(yy_y_) -> knave(ggggg)
knead,3,salet(_y_y_) -> beard(_yy_g) -> knead(ggggg)
kneed,3,salet(___g_) -> rownd(___yg) -> kneed(ggggg)
kneel,4,salet(__yg_) -> bevor(_y___) -> chink(___yy) -> kneel(ggggg)
knelt,3,salet(__yyg) -> douce(____y) -> knelt(ggggg)
knife,4,salet(___y_) -> drone(___yg) -> pinch(_yy__) -> knife(ggggg)
knock,3,salet(_____) -> courd(yy___) -> knock(ggggg)
knoll,4,salet(__y__) -> courd(_y___) -> blown(_yg_y) -> knoll(ggggg)
known,4,salet(_____) -> courd(_y___) -> inbox(_g_y_) -> known(ggggg)
koala,4,salet(_yy__) -> corni(_g___) -> modal(_g_yy) -> koala(ggggg)
krill,4,salet(__y__) -> courd(___y_) -> aking(_yg__) -> krill(ggggg)
label,3,salet(_gyg_) -> lingy(g____) -> label(ggggg)
labor,4,salet(_gy__) -> bingy(y____) -> cabal(_gg_y) -> labor(ggggg)
laden,3,salet(_gyg_) -> lingy(g_y__) -> laden(ggggg)
ladle,4,salet(_gyy_) -> crepe(____g) -> fable(_g_gg) -> ladle(ggggg)
lager,3,salet(_gyg_) -> lingy(g__y_) -> lager(ggggg)
lance,3,salet(_gyy_) -> crepe(y___g) -> lance(ggggg)
lanky,3,salet(_gy__) -> bingy(__g_g) -> lanky(ggggg)
lapel,4,salet(_gyg_) -> lingy(g____) -> label(gg_gg) -> lapel(ggggg)
lapse,2,salet(ygyy_) -> lapse(ggggg)
large,3,salet(_gyy_) -> crepe(_y__g) -> large(ggggg)
larva,3,salet(_gy__) -> bingy(_____) -> larva(ggggg)
lasso,3,salet(ygy__) -> basal(_gg_y) -> lasso(ggggg)
latch,3,salet(_gy_y) -> natal(_gg_y) -> latch(ggggg)
later,2,salet(_gygy) -> later(ggggg)
lathe,2,salet(_gyyy) -> lathe(ggggg)
latte,3,salet(_gyyy) -> lathe(ggg_g) -> latte(ggggg)
laugh,3,salet(_gy__) -> bingy(___g_) -> laugh(ggggg)
layer,3,salet(_gyg_) -> lingy(g___y) -> layer(ggggg)
leach,4,salet(_yyy_) -> gnarl(__g_y) -> fehme(_gy__) -> leach(ggggg)
leafy,4,salet(_yyy_) -> gnarl(__g_y) -> fehme(yg___) -> leafy(ggggg)
leaky,4,salet(_yyy_) -> gnarl(__g_y) -> fehme(_g___) -> leaky(ggggg)
leant,3,salet(_yyyg) -> recap(_g_y_) -> leant(ggggg)
leapt,3,salet(_yyyg) -> recap(_g_yy) -> leapt(ggggg)
learn,3,salet(_yyy_) -> gnarl(_yggy) -> learn(ggggg)
lease,2,salet(yyyy_) -> lease(ggggg)
leash,3,salet(yyyy_) -> lease(gggg_) -> leash(ggggg)
least,2,salet(yyyyg) -> least(ggggg)
leave,4,salet(_yyy_) -> gnarl(__g_y) -> fehme(_g__g) -> leave(ggggg)
ledge,3,salet(__yy_) -> doing(y___y) -> ledge(ggggg)
leech,4,salet(__yy_) -> doing(_____) -> clump(yy___) -> leech(ggggg)
leery,4,salet(__yy_) -> doing(_____) -> clump(_y___) -> leery(ggggg)
lefty,3,salet(__yyy) -> title(y__yy) -> lefty(ggggg)
legal,3,salet(_yyy_) -> gnarl(y_y_g) -> legal(ggggg)
leggy,3,salet(__yy_) -> doing(____y) -> leggy(ggggg)
lemon,3,salet(__yy_) -> doing(_y_y_) -> lemon(ggggg)
lemur,4,salet(__yy_) -> doing(_____) -> clump(_yyy_) -> lemur(ggggg)
leper,3,salet(__yg_) -> bevor(_g__g) -> leper(ggggg)
level,3,salet(__yg_) -> bevor(_gg__) -> level(ggggg)
lever,3,salet(__yg_) -> bevor(_gg_g) -> lever(ggggg)
libel,3,salet(__yg_) -> bevor(yy___) -> libel(ggggg)
liege,3,salet(__yy_) -> doing(__y_y) -> liege(ggggg)
light,3,salet(__y_g) -> flung(_y__y) -> light(ggggg)
liken,4,salet(__yg_) -> bevor(_y___) -> chink(__yyy) -> liken(ggggg)
lilac,3,salet(_yg__) -> allay(_ygg_) -> lilac(ggggg)
limbo,4,salet(__y__) -> courd(_y___) -> blown(yyy__) -> limbo(ggggg)
limit,3,salet(__y_g) -> flung(_y___) -> limit(ggggg)
linen,4,salet(__yg_) -> bevor(_y___) -> chink(__yy_) -> linen(ggggg)
liner,4,salet(__yg_) -> bevor(_y__g) -> fixed(_g_g_) -> liner(ggggg)
lingo,4,salet(__y__) -> courd(_y___) -> blown(_yy_y) -> lingo(ggggg)
lipid,4,salet(__y__) -> courd(____g) -> livid(gg_gg) -> lipid(ggggg)
lithe,3,salet(__yyy) -> title(_ggyg) -> lithe(ggggg)
liver,3,salet(__yg_) -> bevor(_yg_g) -> liver(ggggg)
livid,3,salet(__y__) -> courd(____g) -> livid(ggggg)
llama,4,salet(_yy__) -> corni(_____) -> amply(yy_y_) -> llama(ggggg)
loamy,4,salet(_yy__) -> corni(_g___) -> modal(yg_yy) -> loamy(ggggg)
loath,3,salet(_yy_y) -> ottar(yy_y_) -> loath(ggggg)
lobby,4,salet(__y__) -> courd(_g___) -> wooly(_g_yg) -> lobby(ggggg)
local,4,salet(_yy__) -> corni(yg___) -> larva(gy___) -> local(ggggg)
locus,3,salet(y_y__) -> forbs(_g__g) -> locus(ggggg)
lodge,3,salet(__yy_) -> doing(yg__y) -> lodge(ggggg)
lofty,3,salet(__y_y) -> troll(y_yy_) -> lofty(ggggg)
logic,3,salet(__y__) -> courd(yg___) -> logic(ggggg)
login,4,salet(__y__) -> courd(_g___) -> wooly(_g_y_) -> login(ggggg)
loopy,4,salet(__y__) -> courd(_g___) -> wooly(_ggyg) -> loopy(ggggg)
loose,3,salet(y_yy_) -> mofos(_g_yy) -> loose(ggggg)
lorry,3,salet(__y__) -> courd(_g_g_) -> lorry(ggggg)
loser,2,salet(y_yg_) -> loser(ggggg)
louse,3,salet(y_yy_) -> mofos(_g__y) -> louse(ggggg)
lousy,3,salet(y_y__) -> forbs(_g__y) -> lousy(ggggg)
lover,3,salet(__yg_) -> bevor(_ygyg) -> lover(ggggg)
lower,4,salet(__yg_) -> bevor(_y_yg) -> older(yy_gg) -> lower(ggggg)
lowly,4,salet(__y__) -> courd(_g___) -> wooly(yg_gg) -> lowly(ggggg)
loyal,4,salet(_yy__) -> corni(_g___) -> modal(_g_gg) -> loyal(ggggg)
lucid,3,salet(__y__) -> courd(y_y_g) -> lucid(ggggg)
lucky,4,salet(__y__) -> courd(y_y__) -> lunch(gg_y_) -> lucky(ggggg)
lumen,4,salet(__yg_) -> bevor(_y___) -> chink(___y_) -> lumen(ggggg)
lumpy,3,salet(__y__) -> courd(__y__) -> lumpy(ggggg)
lunar,3,salet(_yy__) -> corni(__yy_) -> lunar(ggggg)
lunch,3,salet(__y__) -> courd(y_y__) -> lunch(ggggg)
lunge,3,salet(__yy_) -> doing(___yy) -> lunge(ggggg)
lupus,3,salet(y_y__) -> forbs(____g) -> lupus(ggggg)
lurch,3,salet(__y__) -> courd(y_yy_) -> lurch(ggggg)
lurid,3,salet(__y__) -> courd(__yyg) -> lurid(ggggg)
lusty,2,salet(y_y_y) -> lusty(ggggg)
lying,3,salet(__y__) -> courd(_____) -> lying(ggggg)
lymph,4,salet(__y__) -> courd(_____) -> lying(gg___) -> lymph(ggggg)
lynch,3,salet(__y__) -> courd(y____) -> lynch(ggggg)
lyric,3,salet(__y__) -> courd(y__y_) -> lyric(ggggg)
macaw,3,salet(_g___) -> corny(y____) -> macaw(ggggg)
macho,4,salet(_g___) -> corny(yy___) -> havoc(yg_yy) -> macho(ggggg)
macro,3,salet(_g___) -> corny(yyy__) -> macro(ggggg)
madam,4,salet(_g___) -> corny(_____) -> gamma(_gyyy) -> madam(ggggg)
madly,3,salet(_gy__) -> bingy(____g) -> madly(ggggg)
mafia,4,salet(_g___) -> corny(_____) -> gamma(_gy_g) -> mafia(ggggg)
magic,4,salet(_g___) -> corny(y____) -> macaw(ggy__) -> magic(ggggg)
magma,4,salet(_g___) -> corny(_____) -> gamma(ygygg) -> magma(ggggg)
maize,3,salet(_g_y_) -> crumb(___y_) -> maize(ggggg)
major,4,salet(_g___) -> corny(_yy__) -> vezir(____g) -> major(ggggg)
maker,4,salet(_g_g_) -> gormy(__yy_) -> ramen(ygyg_) -> maker(ggggg)
mambo,3,salet(_g___) -> corny(_y___) -> mambo(ggggg)
mamma,4,salet(_g___) -> corny(_____) -> gamma(_gggg) -> mamma(ggggg)
mammy,4,salet(_g___) -> corny(____g) -> pudgy(____g) -> mammy(ggggg)
manga,4,salet(_g___) -> corny(___y_) -> mania(ggg_g) -> manga(ggggg)
mange,4,salet(_g_y_) -> crumb(___y_) -> maize(gg__g) -> mange(ggggg)
mango,4,salet(_g___) -> corny(_y_y_) -> banjo(_gg_g) -> mango(ggggg)
mangy,4,salet(_g___) -> corny(___yg) -> handy(_gg_g) -> mangy(ggggg)
mania,3,salet(_g___) -> corny(___y_) -> mania(ggggg)
manic,3,salet(_g___) -> corny(y__y_) -> manic(ggggg)
manly,4,salet(_gy__) -> bingy(__g_g) -> lanky(ygg_g) -> manly(ggggg)
manor,3,salet(_g___) -> corny(_yyy_) -> manor(ggggg)
maple,3,salet(_gyy_) -> crepe(___yg) -> maple(ggggg)
march,3,salet(_g___) -> corny(y_g__) -> march(ggggg)
marry,4,salet(_g___) -> corny(__g_g) -> pharm(__ygy) -> marry(ggggg)
marsh,3,salet(yg___) -> ramin(ygy__) -> marsh(ggggg)
mason,3,salet(yg___) -> ramin(_gy_g) -> mason(ggggg)
masse,3,salet(yg_y_) -> gumps(__y_y) -> masse(ggggg)
match,4,salet(_g__y) -> pubco(___g_) -> hawms(yg_y_) -> match(ggggg)
matey,3,salet(_g_gy) -> terek(y__g_) -> matey(ggggg)
mauve,3,salet(_g_y_) -> crumb(__gy_) -> mauve(ggggg)
maxim,4,salet(_g___) -> corny(_____) -> gamma(_gyy_) -> maxim(ggggg)
maybe,3,salet(_g_y_) -> crumb(___yy) -> maybe(ggggg)
mayor,3,salet(_g___) -> corny(_yy_y) -> mayor(ggggg)
mealy,4,salet(_yyy_) -> gnarl(__g_y) -> fehme(_g_y_) -> mealy(ggggg)
meant,3,salet(_y_yg) -> recap(_g_y_) -> meant(ggggg)
meaty,4,salet(_y_yy) -> grate(__ggy) -> heath(_ggg_) -> meaty(ggggg)
mecca,3,salet(_y_y_) -> beard(_gy__) -> mecca(ggggg)
medal,3,salet(_yyy_) -> gnarl(__y_g) -> medal(ggggg)
media,4,salet(_y_y_) -> beard(_gy_y) -> decay(yg_y_) -> media(ggggg)
medic,4,salet(___y_) -> drone(y___y) -> edify(yyy__) -> medic(ggggg)
melee,3,salet(__gg_) -> raged(___g_) -> melee(ggggg)
melon,3,salet(__gy_) -> himbo(__y_y) -> melon(ggggg)
mercy,4,salet(___y_) -> drone(_y__y) -> murry(g_g_g) -> mercy(ggggg)
merge,4,salet(___y_) -> drone(_y__g) -> rieve(y_y_g) -> merge(ggggg)
merit,3,salet(___yg) -> runic(y__g_) -> merit(ggggg)
merry,4,salet(___y_) -> drone(_y__y) -> murry(g_ggg) -> merry(ggggg)
metal,3,salet(_yyyy) -> perms(_g_y_) -> metal(ggggg)
meter,3,salet(___gy) -> mohur(g___g) -> meter(ggggg)
metro,4,salet(___yy) -> trite(yy__y) -> retro(_gggg) -> metro(ggggg)
micro,3,salet(_____) -> courd(yy_g_) -> micro(ggggg)
midge,4,salet(___y_) -> drone(y___g) -> whift(__y__) -> midge(ggggg)
midst,3,salet(y___g) -> moria(g__y_) -> midst(ggggg)
might,4,salet(____g) -> groin(y__y_) -> mofos(g____) -> might(ggggg)
milky,4,salet(__g__) -> fugly(___yg) -> moldy(g_g_g) -> milky(ggggg)
mimic,4,salet(_____) -> courd(y____) -> fawny(_____) -> mimic(ggggg)
mince,4,salet(___y_) -> drone(___yg) -> pinch(_ggg_) -> mince(ggggg)
miner,4,salet(___g_) -> rownd(y__y_) -> finer(_gggg) -> miner(ggggg)
minim,4,salet(_____) -> courd(_____) -> nymph(y_y__) -> minim(ggggg)
minor,4,salet(_____) -> courd(_y_y_) -> gimpy(_gy__) -> minor(ggggg)
minty,4,salet(____y) -> north(y__g_) -> unity(_yygg) -> minty(ggggg)
minus,3,salet(y____) -> mucho(gy___) -> minus(ggggg)
mirth,4,salet(____y) -> north(__ggg) -> gumps(__y__) -> mirth(ggggg)
miser,3,salet(y__g_) -> mhorr(g___g) -> miser(ggggg)
missy,3,salet(y____) -> mucho(g____) -> missy(ggggg)
mocha,4,salet(_y___) -> brond(__y__) -> coach(ygy_y) -> mocha(ggggg)
modal,3,salet(_yy__) -> corni(_g___) -> modal(ggggg)
model,4,salet(__yg_) -> bevor(_y_y_) -> olden(yygg_) -> model(ggggg)
modem,3,salet(___g_) -> rownd(_g__y) -> modem(ggggg)
mogul,3,salet(__y__) -> courd(_gy__) -> mogul(ggggg)
moist,3,salet(y___g) -> moria(gg_y_) -> moist(ggggg)
molar,3,salet(_yg__) -> allay(__gg_) -> molar(ggggg)
moldy,3,salet(__g__) -> fugly(___yg) -> moldy(ggggg)
money,4,salet(___g_) -> rownd(_g_y_) -> charm(____y) -> money(ggggg)
month,3,salet(____y) -> north(yg_gg) -> month(ggggg)
moody,4,salet(_____) -> courd(_g__y) -> dowdy(_g_gg) -> moody(ggggg)
moose,4,salet(y__y_) -> rhone(__g_g) -> goose(_gggg) -> moose(ggggg)
moral,3,salet(_yy__) -> corni(_gg__) -> moral(ggggg)
moron,3,salet(_____) -> courd(_g_y_) -> moron(ggggg)
morph,4,salet(_____) -> courd(_g_y_) -> moron(ggg__) -> morph(ggggg)
mossy,3,salet(y____) -> mucho(g___y) -> mossy(ggggg)
motel,2,salet(__ygy) -> motel(ggggg)
motif,4,salet(____y) -> north(_g_y_) -> topic(yg_g_) -> motif(ggggg)
motor,4,salet(____y) -> north(_gyy_) -> rotor(_gggg) -> motor(ggggg)
motto,3,salet(____y) -> north(_g_g_) -> motto(ggggg)
moult,3,salet(__y_g) -> flung(_yg__) -> moult(ggggg)
mound,4,salet(_____) -> courd(_gg_g) -> whump(__gy_) -> mound(ggggg)
mount,4,salet(____g) -> groin(__y_y) -> count(_gggg) -> mount(ggggg)
mourn,3,salet(_____) -> courd(_ggg_) -> mourn(ggggg)
mouse,4,salet(y__y_) -> rhone(__y_g) -> poise(_g_gg) -> mouse(ggggg)
mouth,4,salet(____y) -> north(_g_gg) -> booms(_g_y_) -> mouth(ggggg)
mover,4,salet(___g_) -> rownd(yg___) -> chevy(__yy_) -> mover(ggggg)
movie,4,salet(___y_) -> drone(__y_g) -> vogue(yg__g) -> movie(ggggg)
mower,4,salet(___g_) -> rownd(ygg__) -> gumps(__y__) -> mower(ggggg)
mucky,4,salet(_____) -> courd(y_y__) -> humpy(_gy_g) -> mucky(ggggg)
mucus,3,salet(y____) -> mucho(ggg__) -> mucus(ggggg)
muddy,4,salet(_____) -> courd(__y_y) -> dumpy(ygy_g) -> muddy(ggggg)
mulch,3,salet(__g__) -> fugly(_g_y_) -> mulch(ggggg)
mummy,4,salet(_____) -> courd(__y__) -> gimpy(__g_g) -> mummy(ggggg)
munch,4,salet(_____) -> courd(y_y__) -> humpy(ygy__) -> munch(ggggg)
mural,4,salet(_yy__) -> corni(__g__) -> rural(_gggg) -> mural(ggggg)
murky,4,salet(_____) -> courd(__yy_) -> rugby(yg__g) -> murky(ggggg)
mushy,3,salet(y____) -> mucho(gg_g_) -> mushy(ggggg)
music,3,salet(y____) -> mucho(ggy__) -> music(ggggg)
musky,3,salet(y____) -> mucho(gg___) -> musky(ggggg)
musty,3,salet(y___y) -> gurdy(_g__g) -> musty(ggggg)
myrrh,3,salet(_____) -> courd(___g_) -> myrrh(ggggg)
nadir,3,salet(_g___) -> corny(__yy_) -> nadir(ggggg)
naive,3,salet(_g_y_) -> crumb(_____) -> naive(ggggg)
nanny,4,salet(_g___) -> corny(___gg) -> fanny(_gggg) -> nanny(ggggg)
nasal,3,salet(ygy__) -> basal(_gggg) -> nasal(ggggg)
nasty,3,salet(yg__y) -> tanty(_gygg) -> nasty(ggggg)
natal,2,salet(_gy_y) -> natal(ggggg)
naval,3,salet(_gy__) -> bingy(__y__) -> naval(ggggg)
navel,3,salet(_gyg_) -> lingy(y_y__) -> navel(ggggg)
needy,3,salet(___y_) -> drone(y__yy) -> needy(ggggg)
neigh,4,salet(___y_) -> drone(___yy) -> begun(_gy_y) -> neigh(ggggg)
nerdy,3,salet(___y_) -> drone(yy_yy) -> nerdy(ggggg)
nerve,4,salet(___y_) -> drone(_y_yg) -> genre(_gyyg) -> nerve(ggggg)
never,4,salet(___g_) -> rownd(y__y_) -> finer(__ygg) -> never(ggggg)
newer,3,salet(___g_) -> rownd(y_gy_) -> newer(ggggg)
newly,3,salet(__yy_) -> doing(___y_) -> newly(ggggg)
nicer,4,salet(___g_) -> rownd(y__y_) -> finer(_gygg) -> nicer(ggggg)
niche,4,salet(___y_) -> drone(___yg) -> pinch(_gyyy) -> niche(ggggg)
niece,4,salet(___y_) -> drone(___yg) -> pinch(_gyg_) -> niece(ggggg)
night,3,salet(____g) -> groin(y__yy) -> night(ggggg)
ninja,4,salet(_y___) -> brond(___y_) -> chain(__yyy) -> ninja(ggggg)
ninny,4,salet(_____) -> courd(_____) -> nymph(gy___) -> ninny(ggggg)
ninth,3,salet(____y) -> north(g__gg) -> ninth(ggggg)
noble,3,salet(__yy_) -> doing(_g_y_) -> noble(ggggg)
nobly,4,salet(__y__) -> courd(_g___) -> wooly(_g_gg) -> nobly(ggggg)
noise,3,salet(y__y_) -> rhone(__yyg) -> noise(ggggg)
noisy,4,salet(y____) -> mucho(____y) -> dross(__yg_) -> noisy(ggggg)
nomad,3,salet(_y___) -> brond(__yyg) -> nomad(ggggg)
noose,3,salet(y__y_) -> rhone(__gyg) -> noose(ggggg)
north,2,salet(____y) -> north(ggggg)
nosey,3,salet(y__g_) -> mhorr(__y__) -> nosey(ggggg)
notch,3,salet(____y) -> north(gg_yg) -> notch(ggggg)
novel,3,salet(__yg_) -> bevor(_ygy_) -> novel(ggggg)
nudge,3,salet(___y_) -> drone(y__yg) -> nudge(ggggg)
nurse,3,salet(y__y_) -> rhone(y__yg) -> nurse(ggggg)
nutty,3,salet(____y) -> north(g__g_) -> nutty(ggggg)
nylon,3,salet(__g__) -> fugly(___yy) -> nylon(ggggg)
nymph,3,salet(_____) -> courd(_____) -> nymph(ggggg)
oaken,3,salet(_g_g_) -> gormy(_y___) -> oaken(ggggg)
obese,4,salet(y__y_) -> rhone(__y_g) -> poise(_y_gg) -> obese(ggggg)
occur,3,salet(_____) -> courd(yyyy_) -> occur(ggggg)
ocean,4,salet(_y_y_) -> beard(_yy__) -> hyena(__gyy) -> ocean(ggggg)
octal,3,salet(_yy_y) -> ottar(g_gg_) -> octal(ggggg)
octet,3,salet(___gg) -> cerne(yy___) -> octet(ggggg)
odder,4,salet(___g_) -> rownd(yy__y) -> order(g_ggg) -> odder(ggggg)
oddly,3,salet(__y__) -> courd(_y__y) -> oddly(ggggg)
offal,4,salet(_yy__) -> corni(_y___) -> afoul(ygy_g) -> offal(ggggg)
offer,3,salet(___g_) -> rownd(yy___) -> offer(ggggg)
often,3,salet(___gy) -> mohur(_y___) -> often(ggggg)
olden,3,salet(__yg_) -> bevor(_y_y_) -> olden(ggggg)
older,3,salet(__yg_) -> bevor(_y_yg) -> older(ggggg)
olive,3,salet(__yy_) -> doing(_yg__) -> olive(ggggg)
ombre,4,salet(___y_) -> drone(_yy_g) -> gorge(_yy_g) -> ombre(ggggg)
omega,4,salet(_y_y_) -> beard(_yy__) -> hyena(__g_g) -> omega(ggggg)
onion,4,salet(_____) -> courd(_y___) -> inbox(yg_g_) -> onion(ggggg)
onset,3,salet(y__gg) -> repot(_y_yg) -> onset(ggggg)
opera,4,salet(_y_y_) -> beard(_yyg_) -> afire(y__gy) -> opera(ggggg)
opine,4,salet(___y_) -> drone(__ygg) -> ovine(g_ggg) -> opine(ggggg)
opium,4,salet(_____) -> courd(_yy__) -> gumbo(_yy_y) -> opium(ggggg)
optic,4,salet(____y) -> north(_y_y_) -> outdo(g_g__) -> optic(ggggg)
orbit,3,salet(____g) -> groin(_gyg_) -> orbit(ggggg)
order,3,salet(___g_) -> rownd(yy__y) -> order(ggggg)
organ,3,salet(_y___) -> brond(_gyy_) -> organ(ggggg)
other,3,salet(___gy) -> mohur(_yg_g) -> other(ggggg)
otter,3,salet(___gy) -> mohur(_y__g) -> otter(ggggg)
ought,3,salet(____g) -> groin(y_y__) -> ought(ggggg)
ounce,3,salet(___y_) -> drone(__yyg) -> ounce(ggggg)
outdo,3,salet(____y) -> north(_y_y_) -> outdo(ggggg)
outer,3,salet(___gy) -> mohur(_y_yg) -> outer(ggggg)
outgo,4,salet(____y) -> north(_y_y_) -> outdo(ggg_g) -> outgo(ggggg)
ovary,3,salet(_y___) -> brond(_yy__) -> ovary(ggggg)
ovate,3,salet(_y_yy) -> grate(__ggg) -> ovate(ggggg)
overt,3,salet(___yg) -> runic(y____) -> overt(ggggg)
ovine,3,salet(___y_) -> drone(__ygg) -> ovine(ggggg)
ovoid,3,salet(_____) -> courd(_y__g) -> ovoid(ggggg)
owing,4,salet(_____) -> courd(_y___) -> inbox(yy_y_) -> owing(ggggg)
owner,3,salet(___g_) -> rownd(yyyy_) -> owner(ggggg)
oxide,3,salet(___y_) -> drone(y_y_g) -> oxide(ggggg)
ozone,3,salet(___y_) -> drone(__ggg) -> ozone(ggggg)
paddy,4,salet(_g___) -> corny(____g) -> pudgy(g_g_g) -> paddy(ggggg)
pagan,4,salet(_g___) -> corny(___y_) -> mania(_gy_y) -> pagan(ggggg)
paint,3,salet(_g__g) -> thing(y_gg_) -> paint(ggggg)
paler,3,salet(_ggg_) -> baler(_gggg) -> paler(ggggg)
palsy,2,salet(ygg__) -> palsy(ggggg)
panel,3,salet(_gyg_) -> lingy(y_g__) -> panel(ggggg)
panic,4,salet(_g___) -> corny(y__y_) -> manic(_gggg) -> panic(ggggg)
pansy,3,salet(yg___) -> ramin(_g__y) -> pansy(ggggg)
papal,4,salet(_gy__) -> bingy(_____) -> larva(yg__y) -> papal(ggggg)
paper,4,salet(_g_g_) -> gormy(__y__) -> caper(_gggg) -> paper(ggggg)
parer,4,salet(_g_g_) -> gormy(__g__) -> rarer(_gggg) -> parer(ggggg)
parka,3,salet(_g___) -> corny(__g__) -> parka(ggggg)
parry,4,salet(_g___) -> corny(__g_g) -> pharm(g_yg_) -> parry(ggggg)
parse,3,salet(yg_y_) -> gumps(___yy) -> parse(ggggg)
party,3,salet(_g__y) -> pubco(g____) -> party(ggggg)
pasta,3,salet(yg__y) -> tanty(_g_g_) -> pasta(ggggg)
paste,3,salet(yg_yy) -> porch(g____) -> paste(ggggg)
pasty,3,salet(yg__y) -> tanty(_g_gg) -> pasty(ggggg)
patch,3,salet(_g__y) -> pubco(g__g_) -> patch(ggggg)
patio,3,salet(_g__y) -> pubco(g___g) -> patio(ggggg)
patsy,3,salet(yg__y) -> tanty(yg__g) -> patsy(ggggg)
patty,4,salet(_g__y) -> pubco(g____) -> party(gg_gg) -> patty(ggggg)
pause,3,salet(yg_y_) -> gumps(_y_yy) -> pause(ggggg)
payee,3,salet(_g_g_) -> gormy(____y) -> payee(ggggg)
payer,3,salet(_g_g_) -> gormy(__y_y) -> payer(ggggg)
peace,4,salet(_y_y_) -> beard(_gg__) -> heave(_gg_g) -> peace(ggggg)
peach,4,salet(_y_y_) -> beard(_gg__) -> heave(ygg__) -> peach(ggggg)
pearl,3,salet(_yyy_) -> gnarl(__ggg) -> pearl(ggggg)
pecan,4,salet(_y_y_) -> beard(_gy__) -> mecca(_gg_y) -> pecan(ggggg)
pedal,4,salet(_yyy_) -> gnarl(__y_g) -> medal(_gggg) -> pedal(ggggg)
penal,3,salet(_yyy_) -> gnarl(_yy_g) -> penal(ggggg)
pence,4,salet(___y_) -> drone(___yg) -> pinch(g_gg_) -> pence(ggggg)
penne,3,salet(___y_) -> drone(___gg) -> penne(ggggg)
penny,3,salet(___y_) -> drone(___gy) -> penny(ggggg)
perch,4,salet(___y_) -> drone(_y__y) -> murry(__g__) -> perch(ggggg)
peril,4,salet(__yy_) -> doing(__y__) -> bible(_y_yy) -> peril(ggggg)
perky,5,salet(___y_) -> drone(_y__y) -> murry(__g_g) -> jerky(_gggg) -> perky(ggggg)
pesky,4,salet(y__y_) -> rhone(____y) -> guess(__yy_) -> pesky(ggggg)
pesto,3,salet(y__yy) -> troth(__yg_) -> pesto(ggggg)
petal,3,salet(_yyyy) -> perms(gg___) -> petal(ggggg)
petty,4,salet(___yy) -> trite(y__gy) -> jetty(_gggg) -> petty(ggggg)
phase,3,salet(yy_y_) -> auric(y____) -> phase(ggggg)
phone,4,salet(___y_) -> drone(__ggg) -> ozone(__ggg) -> phone(ggggg)
phony,4,salet(_____) -> courd(_y___) -> inbox(_y_y_) -> phony(ggggg)
photo,3,salet(____y) -> north(_y_gy) -> photo(ggggg)
piano,3,salet(_y___) -> brond(__yg_) -> piano(ggggg)
picky,4,salet(_____) -> courd(y____) -> fawny(____g) -> picky(ggggg)
piece,4,salet(___y_) -> drone(____g) -> coqui(y___y) -> piece(ggggg)
piety,3,salet(___yy) -> trite(__ygy) -> piety(ggggg)
piggy,4,salet(_____) -> courd(_____) -> nymph(_y_y_) -> piggy(ggggg)
pilot,3,salet(__g_g) -> unlit(__gyg) -> pilot(ggggg)
pinch,4,salet(_____) -> courd(y____) -> fawny(___y_) -> pinch(ggggg)
piney,4,salet(___g_) -> rownd(___y_) -> gumps(___y_) -> piney(ggggg)
pinky,4,salet(_____) -> courd(_____) -> nymph(yy_y_) -> pinky(ggggg)
pinto,4,salet(____y) -> north(yy_g_) -> junto(__ggg) -> pinto(ggggg)
piper,4,salet(___g_) -> rownd(y____) -> pubic(g__y_) -> piper(ggggg)
pique,4,salet(___y_) -> drone(____g) -> coqui(__ggy) -> pique(ggggg)
pitch,5,salet(____y) -> north(___yg) -> hiked(yg___) -> witch(_gggg) -> pitch(ggggg)
pithy,3,salet(____y) -> north(___yy) -> pithy(ggggg)
pivot,4,salet(____g) -> groin(__yy_) -> idiot(y__gg) -> pivot(ggggg)
pixel,4,salet(__yg_) -> bevor(_y___) -> chink(__y__) -> pixel(ggggg)
pixie,4,salet(___y_) -> drone(____g) -> coqui(____y) -> pixie(ggggg)
pizza,4,salet(_y___) -> brond(_____) -> champ(__y_y) -> pizza(ggggg)
place,5,salet(_yyy_) -> gnarl(__g_y) -> fehme(____g) -> blade(_gg_g) -> place(ggggg)
plaid,4,salet(_yy__) -> corni(____y) -> fraud(__g_g) -> plaid(ggggg)
plain,3,salet(_yy__) -> corni(___yy) -> plain(ggggg)
plait,3,salet(_yy_g) -> fling(_gy__) -> plait(ggggg)
plane,3,salet(_yyy_) -> gnarl(_yg_y) -> plane(ggggg)
plank,4,salet(_yy__) -> corni(___g_) -> bifid(_____) -> plank(ggggg)
plant,3,salet(_yy_g) -> fling(_g_g_) -> plant(ggggg)
plate,3,salet(_yyyy) -> perms(gy___) -> plate(ggggg)
plaza,4,salet(_yy__) -> corni(_____) -> amply(y_yy_) -> plaza(ggggg)
