secret,turns,path
juice,4,salet(___y_) -> drone(____g) -> piece(_y_gg) -> juice(ggggg)
juicy,4,salet(_____) -> round(__y__) -> jumpy(gg__g) -> juicy(ggggg)
jumbo,4,salet(_____) -> round(_yy__) -> gumbo(_gggg) -> jumbo(ggggg)
jumpy,3,salet(_____) -> round(__y__) -> jumpy(ggggg)
junta,4,salet(_y__y) -> train(y_y_y) -> aunty(yggg_) -> junta(ggggg)
junto,3,salet(____y) -> north(yy_g_) -> junto(ggggg)
juror,4,salet(_____) -> round(yyy__) -> furor(_gggg) -> juror(ggggg)
kappa,5,salet(_g___) -> cairn(_g___) -> gaudy(_g___) -> mambo(_g___) -> kappa(ggggg)
karma,4,salet(_g___) -> cairn(_g_y_) -> harpy(_gg__) -> karma(ggggg)
kayak,4,salet(_g___) -> cairn(_g___) -> gaudy(_g__y) -> kayak(ggggg)
kebab,3,salet(_y_y_) -> beard(ygy__) -> kebab(ggggg)
khaki,4,salet(_y___) -> adorn(y____) -> champ(_gg__) -> khaki(ggggg)
kinky,4,salet(_____) -> round(___y_) -> nymph(yy___) -> kinky(ggggg)
kiosk,3,salet(y____) -> missy(_g_g_) -> kiosk(ggggg)
kitty,3,salet(____y) -> north(___g_) -> kitty(ggggg)
knack,4,salet(_y___) -> adorn(y___y) -> china(y__yy) -> knack(ggggg)
knave,4,salet(_y_y_) -> beard(_yg__) -> kanga(gyy__) -> knave(ggggg)
knead,4,salet(_y_y_) -> beard(_yy_g) -> amend(y_gyg) -> knead(ggggg)
kneed,4,salet(___g_) -> diner(y_yg_) -> unfed(_g_gg) -> kneed(ggggg)
kneel,4,salet(__yg_) -> leper(yy_g_) -> wheel(__ggg) -> kneel(ggggg)
knelt,3,salet(__yyg) -> flunk(_y_yy) -> knelt(ggggg)
knife,4,salet(___y_) -> drone(___yg) -> hence(__y_g) -> knife(ggggg)
knock,4,salet(_____) -> round(_y_y_) -> onion(yg___) -> knock(ggggg)
knoll,3,salet(__y__) -> could(_y_g_) -> knoll(ggggg)
known,4,salet(_____) -> round(_y_y_) -> onion(yg__g) -> known(ggggg)
koala,3,salet(_yy__) -> alarm(yyg__) -> koala(ggggg)
krill,5,salet(__y__) -> could(___g_) -> girly(_yyg_) -> frill(_gggg) -> krill(ggggg)
label,4,salet(_gyg_) -> lager(gg_g_) -> lapel(gg_gg) -> label(ggggg)
labor,3,salet(_gy__) -> banal(yg__y) -> labor(ggggg)
laden,4,salet(_gyg_) -> lager(gg_g_) -> lapel(gg_g_) -> laden(ggggg)
ladle,4,salet(_gyy_) -> cable(_g_gg) -> mudir(__g__) -> ladle(ggggg)
lager,2,salet(_gyg_) -> lager(ggggg)
lance,3,salet(_gyy_) -> cable(yg_yg) -> lance(ggggg)
lanky,3,salet(_gy__) -> banal(_gg_y) -> lanky(ggggg)
lapel,3,salet(_gyg_) -> lager(gg_g_) -> lapel(ggggg)
lapse,2,salet(ygyy_) -> lapse(ggggg)
large,3,salet(_gyy_) -> cable(_g_yg) -> large(ggggg)
larva,3,salet(_gy__) -> banal(_g_yy) -> larva(ggggg)
lasso,3,salet(ygy__) -> basil(_gg_y) -> lasso(ggggg)
latch,3,salet(_gy_y) -> natal(_gg_y) -> latch(ggggg)
later,2,salet(_gygy) -> later(ggggg)
lathe,2,salet(_gyyy) -> lathe(ggggg)
latte,3,salet(_gyyy) -> lathe(ggg_g) -> latte(ggggg)
laugh,4,salet(_gy__) -> banal(_g__y) -> daily(_g_y_) -> laugh(ggggg)
layer,3,salet(_gyg_) -> lager(gg_gg) -> layer(ggggg)
leach,4,salet(_yyy_) -> regal(_g_yy) -> leaky(ggg__) -> leach(ggggg)
leafy,4,salet(_yyy_) -> regal(_g_yy) -> leaky(ggg_g) -> leafy(ggggg)
leaky,3,salet(_yyy_) -> regal(_g_yy) -> leaky(ggggg)
leant,3,salet(_yyyg) -> leapt(ggg_g) -> leant(ggggg)
leapt,2,salet(_yyyg) -> leapt(ggggg)
learn,3,salet(_yyy_) -> regal(yg_yy) -> learn(ggggg)
lease,3,salet(yyyy_) -> leash(gggg_) -> lease(ggggg)
leash,2,salet(yyyy_) -> leash(ggggg)
least,2,salet(yyyyg) -> least(ggggg)
leave,5,salet(_yyy_) -> regal(_g_yy) -> leaky(ggg__) -> leach(ggg__) -> leave(ggggg)
ledge,3,salet(__yy_) -> elide(yy_yg) -> ledge(ggggg)
leech,3,salet(__yy_) -> elide(yy__y) -> leech(ggggg)
leery,4,salet(__yy_) -> elide(yy__y) -> leech(ggg__) -> leery(ggggg)
lefty,3,salet(__yyy) -> title(y__yy) -> lefty(ggggg)
legal,3,salet(_yyy_) -> regal(_gggg) -> legal(ggggg)
leggy,4,salet(__yy_) -> elide(yy___) -> reply(_g_yg) -> leggy(ggggg)
lemon,4,salet(__yy_) -> elide(yy___) -> reply(_g_y_) -> lemon(ggggg)
lemur,4,salet(__yy_) -> elide(yy___) -> reply(yg_y_) -> lemur(ggggg)
leper,2,salet(__yg_) -> leper(ggggg)
level,3,salet(__yg_) -> leper(gg_g_) -> level(ggggg)
lever,3,salet(__yg_) -> leper(gg_gg) -> lever(ggggg)
libel,4,salet(__yg_) -> leper(g__g_) -> linen(gg_g_) -> libel(ggggg)
liege,3,salet(__yy_) -> elide(yyy_g) -> liege(ggggg)
light,3,salet(__y_g) -> glint(yyy_g) -> light(ggggg)
liken,4,salet(__yg_) -> leper(g__g_) -> linen(gg_gg) -> liken(ggggg)
lilac,3,salet(_yg__) -> allay(_ygg_) -> lilac(ggggg)
limbo,4,salet(__y__) -> could(_y_y_) -> growl(__y_y) -> limbo(ggggg)
limit,3,salet(__y_g) -> glint(_yy_g) -> limit(ggggg)
linen,3,salet(__yg_) -> leper(g__g_) -> linen(ggggg)
liner,4,salet(__yg_) -> leper(g__gg) -> lover(g__gg) -> liner(ggggg)
lingo,4,salet(__y__) -> could(_y_y_) -> growl(y_y_y) -> lingo(ggggg)
lipid,3,salet(__y__) -> could(___yg) -> lipid(ggggg)
lithe,3,salet(__yyy) -> title(_ggyg) -> lithe(ggggg)
liver,4,salet(__yg_) -> leper(g__gg) -> lover(g_ggg) -> liver(ggggg)
livid,4,salet(__y__) -> could(___yg) -> lipid(gg_gg) -> livid(ggggg)
llama,3,salet(_yy__) -> alarm(ygg_y) -> llama(ggggg)
loamy,3,salet(_yy__) -> alarm(_yg_y) -> loamy(ggggg)
loath,4,salet(_yy_y) -> trial(y__yy) -> aptly(y_yy_) -> loath(ggggg)
lobby,4,salet(__y__) -> could(_g_y_) -> crone(__y__) -> lobby(ggggg)
local,3,salet(_yy__) -> alarm(yy___) -> local(ggggg)
locus,3,salet(y_y__) -> floss(_yy_g) -> locus(ggggg)
lodge,3,salet(__yy_) -> elide(_y_yg) -> lodge(ggggg)
lofty,3,salet(__y_y) -> troll(y_yy_) -> lofty(ggggg)
logic,3,salet(__y__) -> could(yg_y_) -> logic(ggggg)
login,4,salet(__y__) -> could(_g_y_) -> crone(__yy_) -> login(ggggg)
loopy,4,salet(__y__) -> could(_g_y_) -> crone(__g__) -> loopy(ggggg)
loose,3,salet(y_yy_) -> zooms(_gg_y) -> loose(ggggg)
lorry,4,salet(__y__) -> could(_g_y_) -> crone(_yy__) -> lorry(ggggg)
loser,2,salet(y_yg_) -> loser(ggggg)
louse,3,salet(y_yy_) -> zooms(_g__y) -> louse(ggggg)
lousy,3,salet(y_y__) -> floss(_yyg_) -> lousy(ggggg)
lover,3,salet(__yg_) -> leper(g__gg) -> lover(ggggg)
lower,4,salet(__yg_) -> leper(g__gg) -> lover(gg_gg) -> lower(ggggg)
lowly,3,salet(__y__) -> could(_g_g_) -> lowly(ggggg)
loyal,4,salet(_yy__) -> alarm(yy___) -> local(gg_gg) -> loyal(ggggg)
lucid,3,salet(__y__) -> could(y_yyg) -> lucid(ggggg)
lucky,4,salet(__y__) -> could(y_yy_) -> lurch(gg_y_) -> lucky(ggggg)
lumen,4,salet(__yg_) -> leper(g__g_) -> linen(g__gg) -> lumen(ggggg)
lumpy,3,salet(__y__) -> could(__yy_) -> lumpy(ggggg)
lunar,4,salet(_yy__) -> alarm(yy_y_) -> rubli(yg_y_) -> lunar(ggggg)
lunch,4,salet(__y__) -> could(y_yy_) -> lurch(gg_gg) -> lunch(ggggg)
lunge,4,salet(__yy_) -> elide(_y__g) -> noble(y__yg) -> lunge(ggggg)
lupus,3,salet(y_y__) -> floss(_y__g) -> lupus(ggggg)
lurch,3,salet(__y__) -> could(y_yy_) -> lurch(ggggg)
lurid,3,salet(__y__) -> could(__yyg) -> lurid(ggggg)
lusty,2,salet(y_y_y) -> lusty(ggggg)
lying,4,salet(__y__) -> could(___y_) -> fling(_yggg) -> lying(ggggg)
lymph,4,salet(__y__) -> could(___y_) -> fling(_y___) -> lymph(ggggg)
lynch,4,salet(__y__) -> could(y__y_) -> lyric(gg__y) -> lynch(ggggg)
lyric,3,salet(__y__) -> could(y__y_) -> lyric(ggggg)
macaw,4,salet(_g___) -> cairn(yg___) -> macho(ggg__) -> macaw(ggggg)
macho,3,salet(_g___) -> cairn(yg___) -> macho(ggggg)
macro,3,salet(_g___) -> cairn(yg_g_) -> macro(ggggg)
madam,4,salet(_g___) -> cairn(_g___) -> gaudy(_g_y_) -> madam(ggggg)
madly,4,salet(_gy__) -> banal(_g__y) -> daily(yg_gg) -> madly(ggggg)
mafia,3,salet(_g___) -> cairn(_gy__) -> mafia(ggggg)
magic,3,salet(_g___) -> cairn(ygy__) -> magic(ggggg)
magma,4,salet(_g___) -> cairn(_g___) -> gaudy(yg___) -> magma(ggggg)
maize,3,salet(_g_y_) -> crumb(___y_) -> maize(ggggg)
major,5,salet(_g___) -> cairn(_g_y_) -> harpy(_gy__) -> zooms(_y_y_) -> major(ggggg)
maker,3,salet(_g_g_) -> gamer(_gygg) -> maker(ggggg)
mambo,4,salet(_g___) -> cairn(_g___) -> gaudy(_g___) -> mambo(ggggg)
mamma,5,salet(_g___) -> cairn(_g___) -> gaudy(_g___) -> mambo(ggg__) -> mamma(ggggg)
mammy,5,salet(_g___) -> cairn(_g___) -> gaudy(_g__g) -> zooms(___g_) -> mammy(ggggg)
manga,4,salet(_g___) -> cairn(_g__y) -> dodgy(___g_) -> manga(ggggg)
mange,4,salet(_g_y_) -> crumb(___y_) -> maize(gg__g) -> mange(ggggg)
mango,4,salet(_g___) -> cairn(_g__y) -> dodgy(_y_g_) -> mango(ggggg)
mangy,4,salet(_g___) -> cairn(_g__y) -> dodgy(___gg) -> mangy(ggggg)
mania,3,salet(_g___) -> cairn(_gy_y) -> mania(ggggg)
manic,3,salet(_g___) -> cairn(ygy_y) -> manic(ggggg)
manly,4,salet(_gy__) -> banal(_gg_y) -> lanky(ygg_g) -> manly(ggggg)
manor,3,salet(_g___) -> cairn(_g_yy) -> manor(ggggg)
maple,4,salet(_gyy_) -> cable(_g_gg) -> mudir(g____) -> maple(ggggg)
march,3,salet(_g___) -> cairn(yg_y_) -> march(ggggg)
marry,4,salet(_g___) -> cairn(_g_g_) -> chime(___y_) -> marry(ggggg)
marsh,4,salet(yg___) -> roins(y___y) -> harsh(_gggg) -> marsh(ggggg)
mason,3,salet(yg___) -> roins(_y_yy) -> mason(ggggg)
masse,3,salet(yg_y_) -> pricy(_____) -> masse(ggggg)
match,4,salet(_g__y) -> corby(y____) -> humpy(y_y__) -> match(ggggg)
matey,3,salet(_g_gy) -> eater(_ggg_) -> matey(ggggg)
mauve,3,salet(_g_y_) -> crumb(__gy_) -> mauve(ggggg)
maxim,4,salet(_g___) -> cairn(_gy__) -> mafia(gg_g_) -> maxim(ggggg)
maybe,3,salet(_g_y_) -> crumb(___yy) -> maybe(ggggg)
mayor,4,salet(_g___) -> cairn(_g_y_) -> harpy(_gy_y) -> mayor(ggggg)
mealy,4,salet(_yyy_) -> regal(_g_yy) -> leaky(ygg_g) -> mealy(ggggg)
meant,3,salet(_y_yg) -> heart(_gg_g) -> meant(ggggg)
meaty,4,salet(_y_yy) -> grate(__ggy) -> heath(_ggg_) -> meaty(ggggg)
mecca,4,salet(_y_y_) -> beard(_gy__) -> vegan(_g_y_) -> mecca(ggggg)
medal,4,salet(_yyy_) -> regal(_g_gg) -> pedal(_gggg) -> medal(ggggg)
media,4,salet(_y_y_) -> beard(_gy_y) -> decay(yg_y_) -> media(ggggg)
medic,4,salet(___y_) -> drone(y___y) -> edify(yyy__) -> medic(ggggg)
melee,3,salet(__gg_) -> mudir(g____) -> melee(ggggg)
melon,3,salet(__gy_) -> himbo(__y_y) -> melon(ggggg)
mercy,4,salet(___y_) -> drone(_y__y) -> merry(ggg_g) -> mercy(ggggg)
merge,3,salet(___y_) -> drone(_y__g) -> merge(ggggg)
merit,4,salet(___yg) -> erect(yy__g) -> remit(ygygg) -> merit(ggggg)
merry,3,salet(___y_) -> drone(_y__y) -> merry(ggggg)
metal,4,salet(_yyyy) -> petal(_gggg) -> fetal(_gggg) -> metal(ggggg)
meter,4,salet(___gy) -> outer(__ggg) -> deter(_gggg) -> meter(ggggg)
metro,4,salet(___yy) -> trite(yy__y) -> retro(_gggg) -> metro(ggggg)
micro,4,salet(_____) -> round(yy___) -> crook(yyy__) -> micro(ggggg)
midge,4,salet(___y_) -> drone(y___g) -> hijab(_g___) -> midge(ggggg)
midst,3,salet(y___g) -> frost(___gg) -> midst(ggggg)
might,5,salet(____g) -> ingot(y_g_g) -> thraw(yy___) -> fight(_gggg) -> might(ggggg)
milky,4,salet(__g__) -> folly(__g_g) -> bulky(__ggg) -> milky(ggggg)
mimic,5,salet(_____) -> round(_____) -> picky(_gy__) -> civic(_g_gg) -> mimic(ggggg)
mince,4,salet(___y_) -> drone(___yg) -> hence(__ggg) -> mince(ggggg)
miner,4,salet(___g_) -> diner(_gggg) -> finer(_gggg) -> miner(ggggg)
minim,4,salet(_____) -> round(___y_) -> nymph(y_y__) -> minim(ggggg)
minor,4,salet(_____) -> round(yy_y_) -> bagie(___y_) -> minor(ggggg)
minty,3,salet(____y) -> north(y__g_) -> minty(ggggg)
minus,3,salet(y____) -> missy(ggy__) -> minus(ggggg)
mirth,4,salet(____y) -> north(__ggg) -> bagie(___y_) -> mirth(ggggg)
miser,3,salet(y__g_) -> risen(yggg_) -> miser(ggggg)
missy,2,salet(y____) -> missy(ggggg)
mocha,3,salet(_y___) -> adorn(y_y__) -> mocha(ggggg)
modal,3,salet(_yy__) -> alarm(yy__y) -> modal(ggggg)
model,4,salet(__yg_) -> leper(y__g_) -> vowel(_g_gg) -> model(ggggg)
modem,4,salet(___g_) -> diner(y__g_) -> embed(_y_gy) -> modem(ggggg)
mogul,3,salet(__y__) -> could(_gyy_) -> mogul(ggggg)
moist,4,salet(y___g) -> frost(__ygg) -> chime(__gy_) -> moist(ggggg)
molar,3,salet(_yg__) -> allay(__gg_) -> molar(ggggg)
moldy,3,salet(__g__) -> folly(_gg_g) -> moldy(ggggg)
money,4,salet(___g_) -> diner(__gg_) -> chime(___yy) -> money(ggggg)
month,3,salet(____y) -> north(yg_gg) -> month(ggggg)
moody,5,salet(_____) -> round(_g__y) -> dowdy(_g_gg) -> goody(_gggg) -> moody(ggggg)
moose,4,salet(y__y_) -> rouse(_g_gg) -> piing(_____) -> moose(ggggg)
moral,3,salet(_yy__) -> alarm(yy_yy) -> moral(ggggg)
moron,4,salet(_____) -> round(yg_y_) -> honor(_gygy) -> moron(ggggg)
morph,4,salet(_____) -> round(yg___) -> imshy(_y_y_) -> morph(ggggg)
mossy,3,salet(y____) -> missy(g_ggg) -> mossy(ggggg)
motel,3,salet(__ygy) -> hotel(_gggg) -> motel(ggggg)
motif,4,salet(____y) -> north(_g_y_) -> toxic(yg_g_) -> motif(ggggg)
motor,3,salet(____y) -> north(_gyy_) -> motor(ggggg)
motto,3,salet(____y) -> north(_g_g_) -> motto(ggggg)
moult,3,salet(__y_g) -> glint(_y__g) -> moult(ggggg)
mound,4,salet(_____) -> round(_gggg) -> bumph(_yy__) -> mound(ggggg)
mount,4,salet(____g) -> ingot(_y_yg) -> count(_gggg) -> mount(ggggg)
mourn,3,salet(_____) -> round(yggy_) -> mourn(ggggg)
mouse,4,salet(y__y_) -> rouse(_gggg) -> house(_gggg) -> mouse(ggggg)
mouth,4,salet(____y) -> north(_g_gg) -> bousy(_gg__) -> mouth(ggggg)
mover,5,salet(___g_) -> diner(___gg) -> rower(_g_gg) -> mucky(g____) -> mover(ggggg)
movie,4,salet(___y_) -> drone(__y_g) -> vogue(yg__g) -> movie(ggggg)
mower,5,salet(___g_) -> diner(___gg) -> rower(_gggg) -> chime(___yy) -> mower(ggggg)
mucky,4,salet(_____) -> round(__y__) -> jumpy(_gy_g) -> mucky(ggggg)
mucus,3,salet(y____) -> missy(g_y__) -> mucus(ggggg)
muddy,4,salet(_____) -> round(__y_y) -> dumpy(ygy_g) -> muddy(ggggg)
mulch,4,salet(__g__) -> folly(__g__) -> gulch(_gggg) -> mulch(ggggg)
mummy,5,salet(_____) -> round(__y__) -> jumpy(_gg_g) -> gummy(_gggg) -> mummy(ggggg)
munch,5,salet(_____) -> round(__yy_) -> hunky(ygg__) -> beeps(_____) -> munch(ggggg)
mural,4,salet(_yy__) -> alarm(yy_yy) -> moral(g_ggg) -> mural(ggggg)
murky,4,salet(_____) -> round(y_y__) -> curry(_gg_g) -> murky(ggggg)
mushy,3,salet(y____) -> missy(g_g_g) -> mushy(ggggg)
music,3,salet(y____) -> missy(gyg__) -> music(ggggg)
musky,4,salet(y____) -> missy(g_g_g) -> mushy(ggg_g) -> musky(ggggg)
musty,3,salet(y___y) -> gourd(__y__) -> musty(ggggg)
myrrh,4,salet(_____) -> round(y____) -> crimp(_y_y_) -> myrrh(ggggg)
nadir,3,salet(_g___) -> cairn(_gyyy) -> nadir(ggggg)
naive,3,salet(_g_y_) -> crumb(_____) -> naive(ggggg)
nanny,5,salet(_g___) -> cairn(_g__y) -> dodgy(____g) -> fanny(_gggg) -> nanny(ggggg)
nasal,3,salet(ygy__) -> basil(_gg_g) -> nasal(ggggg)
nasty,4,salet(yg__y) -> hasty(_gggg) -> spain(y_y_y) -> nasty(ggggg)
natal,2,salet(_gy_y) -> natal(ggggg)
naval,3,salet(_gy__) -> banal(_gygg) -> naval(ggggg)
navel,4,salet(_gyg_) -> lager(yg_g_) -> canal(_gy_g) -> navel(ggggg)
needy,3,salet(___y_) -> drone(y__yy) -> needy(ggggg)
neigh,4,salet(___y_) -> drone(___yy) -> begin(_gyyy) -> neigh(ggggg)
nerdy,3,salet(___y_) -> drone(yy_yy) -> nerdy(ggggg)
nerve,4,salet(___y_) -> drone(_y_yg) -> genre(_gyyg) -> nerve(ggggg)
never,3,salet(___g_) -> diner(__ygg) -> never(ggggg)
newer,4,salet(___g_) -> diner(__ygg) -> never(gg_gg) -> newer(ggggg)
newly,4,salet(__yy_) -> elide(yy___) -> reply(_g_gg) -> newly(ggggg)
nicer,3,salet(___g_) -> diner(_gygg) -> nicer(ggggg)
niche,4,salet(___y_) -> drone(___yg) -> hence(y_yyg) -> niche(ggggg)
niece,4,salet(___y_) -> drone(___yg) -> hence(_yygg) -> niece(ggggg)
night,3,salet(____g) -> ingot(yyg_g) -> night(ggggg)
ninja,4,salet(_y___) -> adorn(y___y) -> china(__yyg) -> ninja(ggggg)
ninny,3,salet(_____) -> round(___g_) -> ninny(ggggg)
ninth,3,salet(____y) -> north(g__gg) -> ninth(ggggg)
noble,3,salet(__yy_) -> elide(_y__g) -> noble(ggggg)
nobly,4,salet(__y__) -> could(_g_g_) -> lowly(_g_gg) -> nobly(ggggg)
noise,4,salet(y__y_) -> rouse(_g_gg) -> piing(__gy_) -> noise(ggggg)
noisy,3,salet(y____) -> missy(_y_gg) -> noisy(ggggg)
nomad,4,salet(_y___) -> adorn(yyy_y) -> gonad(_gygg) -> nomad(ggggg)
noose,4,salet(y__y_) -> rouse(_g_gg) -> piing(___y_) -> noose(ggggg)
north,2,salet(____y) -> north(ggggg)
nosey,3,salet(y__g_) -> risen(__ggy) -> nosey(ggggg)
notch,3,salet(____y) -> north(gg_yg) -> notch(ggggg)
novel,5,salet(__yg_) -> leper(y__g_) -> vowel(yg_gg) -> hovel(_gggg) -> novel(ggggg)
nudge,3,salet(___y_) -> drone(y__yg) -> nudge(ggggg)
nurse,4,salet(y__y_) -> rouse(y_ygg) -> crone(_y_yg) -> nurse(ggggg)
nutty,3,salet(____y) -> north(g__g_) -> nutty(ggggg)
nylon,3,salet(__g__) -> folly(_yg_y) -> nylon(ggggg)
nymph,3,salet(_____) -> round(___y_) -> nymph(ggggg)
oaken,4,salet(_g_g_) -> gamer(_g_g_) -> shaky(__yy_) -> oaken(ggggg)
obese,4,salet(y__y_) -> rouse(_y_gg) -> chose(__ygg) -> obese(ggggg)
occur,4,salet(_____) -> round(yyy__) -> furor(_y_yg) -> occur(ggggg)
ocean,4,salet(_y_y_) -> beard(_yy__) -> omega(g_g_y) -> ocean(ggggg)
octal,3,salet(_yy_y) -> trial(y__gg) -> octal(ggggg)
octet,3,salet(___gg) -> cerne(yy___) -> octet(ggggg)
odder,4,salet(___g_) -> diner(y__gg) -> udder(_gggg) -> odder(ggggg)
oddly,4,salet(__y__) -> could(_y_gy) -> droll(y_yg_) -> oddly(ggggg)
offal,4,salet(_yy__) -> alarm(yy___) -> local(_y_gg) -> offal(ggggg)
offer,4,salet(___g_) -> diner(___gg) -> rower(_y_gg) -> offer(ggggg)
often,3,salet(___gy) -> outer(g_gg_) -> often(ggggg)
olden,4,salet(__yg_) -> leper(y__g_) -> vowel(_y_gy) -> olden(ggggg)
older,4,salet(__yg_) -> leper(y__gg) -> bousy(_y___) -> older(ggggg)
olive,3,salet(__yy_) -> elide(_gg_g) -> olive(ggggg)
ombre,4,salet(___y_) -> drone(_yy_g) -> gorge(_yy_g) -> ombre(ggggg)
omega,3,salet(_y_y_) -> beard(_yy__) -> omega(ggggg)
onion,3,salet(_____) -> round(_y_y_) -> onion(ggggg)
onset,3,salet(y__gg) -> rumpo(____y) -> onset(ggggg)
opera,4,salet(_y_y_) -> beard(_yyg_) -> azure(y__gy) -> opera(ggggg)
opine,3,salet(___y_) -> drone(__ygg) -> opine(ggggg)
opium,4,salet(_____) -> round(_yy__) -> gumbo(_yy_y) -> opium(ggggg)
optic,4,salet(____y) -> north(_y_y_) -> outgo(g_g__) -> optic(ggggg)
orbit,3,salet(____g) -> ingot(y__yg) -> orbit(ggggg)
order,4,salet(___g_) -> diner(y__gg) -> udder(__ggg) -> order(ggggg)
organ,3,salet(_y___) -> adorn(y_yyg) -> organ(ggggg)
other,3,salet(___gy) -> outer(g_ygg) -> other(ggggg)
otter,3,salet(___gy) -> outer(g_ggg) -> otter(ggggg)
ought,3,salet(____g) -> ingot(__gyg) -> ought(ggggg)
ounce,3,salet(___y_) -> drone(__yyg) -> ounce(ggggg)
outdo,4,salet(____y) -> north(_y_y_) -> outgo(ggg_g) -> outdo(ggggg)
outer,2,salet(___gy) -> outer(ggggg)
outgo,3,salet(____y) -> north(_y_y_) -> outgo(ggggg)
ovary,4,salet(_y___) -> adorn(y_yg_) -> cobra(_y_gy) -> ovary(ggggg)
ovate,4,salet(_y_yy) -> grate(__ggg) -> abate(__ggg) -> ovate(ggggg)
overt,4,salet(___yg) -> erect(_yg_g) -> inert(__ggg) -> overt(ggggg)
ovine,4,salet(___y_) -> drone(__ygg) -> opine(g_ggg) -> ovine(ggggg)
ovoid,3,salet(_____) -> round(_y__g) -> ovoid(ggggg)
owing,3,salet(_____) -> round(_y_g_) -> owing(ggggg)
owner,4,salet(___g_) -> diner(__ggg) -> goner(_yggg) -> owner(ggggg)
oxide,3,salet(___y_) -> drone(y_y_g) -> oxide(ggggg)
ozone,3,salet(___y_) -> drone(__ggg) -> ozone(ggggg)
paddy,5,salet(_g___) -> cairn(_g___) -> gaudy(_g_gg) -> daddy(_gggg) -> paddy(ggggg)
pagan,3,salet(_g___) -> cairn(_g__g) -> pagan(ggggg)
paint,4,salet(_g__g) -> thing(y_gg_) -> faint(_gggg) -> paint(ggggg)
paler,3,salet(_ggg_) -> baler(_gggg) -> paler(ggggg)
palsy,2,salet(ygg__) -> palsy(ggggg)
panel,4,salet(_gyg_) -> lager(yg_g_) -> canal(_gg_g) -> panel(ggggg)
panic,4,salet(_g___) -> cairn(ygy_y) -> manic(_gggg) -> panic(ggggg)
pansy,3,salet(yg___) -> roins(___yy) -> pansy(ggggg)
papal,3,salet(_gy__) -> banal(_g_gg) -> papal(ggggg)
paper,4,salet(_g_g_) -> gamer(_g_gg) -> parer(gg_gg) -> paper(ggggg)
parer,3,salet(_g_g_) -> gamer(_g_gg) -> parer(ggggg)
parka,4,salet(_g___) -> cairn(_g_y_) -> harpy(_ggy_) -> parka(ggggg)
parry,4,salet(_g___) -> cairn(_g_g_) -> chime(_____) -> parry(ggggg)
parse,3,salet(yg_y_) -> pricy(gy___) -> parse(ggggg)
party,3,salet(_g__y) -> corby(__g_g) -> party(ggggg)
pasta,3,salet(yg__y) -> hasty(_ggg_) -> pasta(ggggg)
paste,4,salet(yg_yy) -> thraw(y__y_) -> rabic(_g___) -> paste(ggggg)
pasty,4,salet(yg__y) -> hasty(_gggg) -> spain(yyy__) -> pasty(ggggg)
patch,4,salet(_g__y) -> corby(y____) -> humpy(y__y_) -> patch(ggggg)
patio,3,salet(_g__y) -> corby(_y___) -> patio(ggggg)
patsy,3,salet(yg__y) -> hasty(_gyyg) -> patsy(ggggg)
patty,4,salet(_g__y) -> corby(____g) -> thoft(y___y) -> patty(ggggg)
pause,3,salet(yg_y_) -> pricy(g____) -> pause(ggggg)
payee,4,salet(_g_g_) -> gamer(_g_g_) -> shaky(__y_y) -> payee(ggggg)
payer,5,salet(_g_g_) -> gamer(_g_gg) -> parer(gg_gg) -> paper(gg_gg) -> payer(ggggg)
peace,4,salet(_y_y_) -> beard(_gg__) -> heave(_gg_g) -> peace(ggggg)
peach,4,salet(_y_y_) -> beard(_gg__) -> heave(ygg__) -> peach(ggggg)
pearl,3,salet(_yyy_) -> regal(yg_yg) -> pearl(ggggg)
pecan,4,salet(_y_y_) -> beard(_gy__) -> vegan(_g_gg) -> pecan(ggggg)
pedal,3,salet(_yyy_) -> regal(_g_gg) -> pedal(ggggg)
penal,4,salet(_yyy_) -> regal(_g_gg) -> pedal(gg_gg) -> penal(ggggg)
pence,5,salet(___y_) -> drone(___yg) -> hence(_gggg) -> fence(_gggg) -> pence(ggggg)
penne,3,salet(___y_) -> drone(___gg) -> penne(ggggg)
penny,3,salet(___y_) -> drone(___gy) -> penny(ggggg)
perch,4,salet(___y_) -> drone(_y__y) -> merry(_gg__) -> perch(ggggg)
peril,3,salet(__yy_) -> elide(yyy__) -> peril(ggggg)
perky,5,salet(___y_) -> drone(_y__y) -> merry(_gg_g) -> jerky(_gggg) -> perky(ggggg)
pesky,3,salet(y__y_) -> rouse(___yy) -> pesky(ggggg)
pesto,3,salet(y__yy) -> those(y_yyy) -> pesto(ggggg)
petal,2,salet(_yyyy) -> petal(ggggg)
petty,4,salet(___yy) -> trite(y__gy) -> jetty(_gggg) -> petty(ggggg)
phase,3,salet(yy_y_) -> erase(__ggg) -> phase(ggggg)
phone,4,salet(___y_) -> drone(__ggg) -> ozone(__ggg) -> phone(ggggg)
phony,4,salet(_____) -> round(_y_g_) -> owing(y__g_) -> phony(ggggg)
photo,3,salet(____y) -> north(_y_gy) -> photo(ggggg)
piano,3,salet(_y___) -> adorn(y_y_y) -> piano(ggggg)
picky,3,salet(_____) -> round(_____) -> picky(ggggg)
piece,3,salet(___y_) -> drone(____g) -> piece(ggggg)
piety,3,salet(___yy) -> trite(__ygy) -> piety(ggggg)
piggy,4,salet(_____) -> round(_____) -> picky(gg__g) -> piggy(ggggg)
