secret,turns,path
inter,3,reast(yy__y) -> toter(__ggg) -> inter(ggggg)
intro,3,reast(y___y) -> throw(y_yy_) -> intro(ggggg)
ionic,4,reast(_____) -> build(__y__) -> pinky(_yg__) -> ionic(ggggg)
irate,3,reast(yyg_y) -> trace(ygg_g) -> irate(ggggg)
irony,4,reast(y____) -> courd(_y_y_) -> grown(_gg_y) -> irony(ggggg)
islet,3,reast(_y_yg) -> slept(yyy_g) -> islet(ggggg)
issue,3,reast(_y_y_) -> spine(y_y_g) -> issue(ggggg)
itchy,3,reast(____y) -> ponty(___yg) -> itchy(ggggg)
ivory,4,reast(y____) -> courd(_y_g_) -> glory(__ggg) -> ivory(ggggg)
jaunt,6,reast(__y_g) -> atilt(y___g) -> ghaut(__yyg) -> vaunt(_gggg) -> daunt(_gggg) -> jaunt(ggggg)
jazzy,5,reast(__y__) -> monal(___y_) -> cadgy(_g__g) -> happy(_g__g) -> jazzy(ggggg)
jelly,4,reast(_g___) -> henge(_g___) -> belly(_gggg) -> jelly(ggggg)
jerky,5,reast(yg___) -> lered(_gg__) -> merry(_gg_g) -> perky(_gggg) -> jerky(ggggg)
jetty,3,reast(_g__y) -> depth(_g_g_) -> jetty(ggggg)
jewel,4,reast(_g___) -> henge(_g__y) -> bevel(_g_gg) -> jewel(ggggg)
jiffy,4,reast(_____) -> build(__y__) -> pinky(_g__g) -> jiffy(ggggg)
joint,4,reast(____g) -> flint(__ggg) -> point(_gggg) -> joint(ggggg)
joist,2,reast(___gg) -> joist(ggggg)
joker,6,reast(yy___) -> probe(_yy_y) -> mower(_g_gg) -> cover(_g_gg) -> gofer(_g_gg) -> joker(ggggg)
jolly,5,reast(_____) -> build(___g_) -> ghyll(__ygy) -> folly(_gggg) -> jolly(ggggg)
joust,3,reast(___gg) -> joist(gg_gg) -> joust(ggggg)
judge,5,reast(_y___) -> clone(____g) -> budge(_gggg) -> fudge(_gggg) -> judge(ggggg)
juice,4,reast(_y___) -> clone(y___g) -> piece(_y_gg) -> juice(ggggg)
juicy,4,reast(_____) -> build(_gg__) -> quick(_ggg_) -> juicy(ggggg)
jumbo,4,reast(_____) -> build(yg___) -> gumbo(_gggg) -> jumbo(ggggg)
jumpy,4,reast(_____) -> build(_g___) -> humph(_ggg_) -> jumpy(ggggg)
junta,4,reast(__y_y) -> batty(_y_g_) -> quota(_g_gg) -> junta(ggggg)
junto,3,reast(____y) -> ponty(_ygg_) -> junto(ggggg)
juror,3,reast(y____) -> courd(_yyy_) -> juror(ggggg)
kappa,4,reast(__y__) -> monal(___y_) -> cadgy(_g___) -> kappa(ggggg)
karma,4,reast(y_y__) -> carom(_gg_y) -> marry(ygg__) -> karma(ggggg)
kayak,3,reast(__y__) -> monal(___g_) -> kayak(ggggg)
kebab,4,reast(_gy__) -> pedal(_g_g_) -> began(yg_g_) -> kebab(ggggg)
khaki,3,reast(__g__) -> clank(__g_y) -> khaki(ggggg)
kinky,4,reast(_____) -> build(__y__) -> pinky(_gggg) -> kinky(ggggg)
kiosk,3,reast(___g_) -> floss(__gg_) -> kiosk(ggggg)
kitty,5,reast(____y) -> ponty(___gg) -> bawty(___gg) -> ditty(_gggg) -> kitty(ggggg)
knack,3,reast(__g__) -> clank(y_gyg) -> knack(ggggg)
knave,4,reast(_yg__) -> glade(__g_g) -> awake(__gyg) -> knave(ggggg)
knead,4,reast(_yy__) -> angel(yg_y_) -> enema(_gg_y) -> knead(ggggg)
kneed,4,reast(_y___) -> clone(___yy) -> yewen(_y_gy) -> kneed(ggggg)
kneel,4,reast(_y___) -> clone(_y_yy) -> linen(y_yg_) -> kneel(ggggg)
knelt,4,reast(_y__g) -> civet(___yg) -> dwelt(__ggg) -> knelt(ggggg)
knife,4,reast(_y___) -> clone(___yg) -> binge(_yy_g) -> knife(ggggg)
knock,4,reast(_____) -> build(_____) -> choof(y_g__) -> knock(ggggg)
knoll,4,reast(_____) -> build(___g_) -> ghyll(___gg) -> knoll(ggggg)
known,4,reast(_____) -> build(_____) -> choof(__g__) -> known(ggggg)
koala,3,reast(__g__) -> clank(_yg_y) -> koala(ggggg)
krill,5,reast(y____) -> courd(___y_) -> girly(_yyg_) -> frill(_gggg) -> krill(ggggg)
label,4,reast(_yy__) -> angel(y__gg) -> lapel(gg_gg) -> label(ggggg)
labor,4,reast(y_y__) -> carom(_gyg_) -> valor(_gygg) -> labor(ggggg)
laden,3,reast(_yy__) -> angel(yy_gy) -> laden(ggggg)
ladle,5,reast(_yy__) -> angel(y__yy) -> fable(_g_gg) -> maple(_g_gg) -> ladle(ggggg)
lager,3,reast(yyy__) -> wager(_gggg) -> lager(ggggg)
lance,3,reast(_yy__) -> angel(yy_yy) -> lance(ggggg)
lanky,3,reast(__y__) -> monal(__gyy) -> lanky(ggggg)
lapel,3,reast(_yy__) -> angel(y__gg) -> lapel(ggggg)
lapse,4,reast(_yyg_) -> amuse(y__gg) -> false(_gygg) -> lapse(ggggg)
large,3,reast(yyy__) -> wager(_gyyy) -> large(ggggg)
larva,4,reast(y_y__) -> carom(_gg__) -> parry(_gg__) -> larva(ggggg)
lasso,3,reast(__yg_) -> lassi(gggg_) -> lasso(ggggg)
latch,5,reast(__y_y) -> batty(_gg__) -> matlo(_ggy_) -> fatal(_gg_y) -> latch(ggggg)
later,2,reast(yyy_y) -> later(ggggg)
lathe,3,reast(_yy_y) -> latte(ggg_g) -> lathe(ggggg)
latte,2,reast(_yy_y) -> latte(ggggg)
laugh,4,reast(__y__) -> monal(___yy) -> daily(_g_y_) -> laugh(ggggg)
layer,4,reast(yyy__) -> wager(_g_gg) -> paler(_gygg) -> layer(ggggg)
leach,3,reast(_gg__) -> leavy(ggg__) -> leach(ggggg)
leafy,4,reast(_gg__) -> leavy(ggg_g) -> leaky(ggg_g) -> leafy(ggggg)
leaky,3,reast(_gg__) -> leavy(ggg_g) -> leaky(ggggg)
leant,2,reast(_gg_g) -> leant(ggggg)
leapt,3,reast(_gg_g) -> leant(ggg_g) -> leapt(ggggg)
learn,3,reast(ygg__) -> leary(gggg_) -> learn(ggggg)
lease,3,reast(_ggg_) -> cease(_gggg) -> lease(ggggg)
leash,3,reast(_ggg_) -> cease(_ggg_) -> leash(ggggg)
least,5,reast(_gggg) -> feast(_gggg) -> yeast(_gggg) -> beast(_gggg) -> least(ggggg)
leave,3,reast(_gg__) -> leavy(gggg_) -> leave(ggggg)
ledge,4,reast(_g___) -> henge(_g_gg) -> wedge(_gggg) -> ledge(ggggg)
leech,3,reast(_g___) -> henge(yg__y) -> leech(ggggg)
leery,3,reast(yg___) -> lered(ggyy_) -> leery(ggggg)
lefty,4,reast(_g__y) -> depth(_g_g_) -> jetty(_g_gg) -> lefty(ggggg)
legal,3,reast(_gy__) -> pedal(_g_gg) -> legal(ggggg)
leggy,3,reast(_g___) -> henge(_g_g_) -> leggy(ggggg)
lemon,4,reast(_g___) -> henge(_gy__) -> felon(_gygg) -> lemon(ggggg)
lemur,3,reast(yg___) -> lered(ggy__) -> lemur(ggggg)
leper,4,reast(yg___) -> lered(ggyg_) -> lever(gg_gg) -> leper(ggggg)
level,4,reast(_g___) -> henge(_g__y) -> bevel(_gggg) -> level(ggggg)
lever,3,reast(yg___) -> lered(ggyg_) -> lever(ggggg)
libel,4,reast(_y___) -> clone(_y__y) -> wield(_gyy_) -> libel(ggggg)
liege,3,reast(_y___) -> clone(_y__g) -> liege(ggggg)
light,3,reast(____g) -> flint(_yy_g) -> light(ggggg)
liken,4,reast(_y___) -> clone(_y_yy) -> linen(gg_gg) -> liken(ggggg)
lilac,4,reast(__y__) -> monal(___gy) -> iliac(yy_gg) -> lilac(ggggg)
limbo,3,reast(_____) -> build(y_yy_) -> limbo(ggggg)
limit,4,reast(____g) -> flint(_yy_g) -> light(gg__g) -> limit(ggggg)
linen,3,reast(_y___) -> clone(_y_yy) -> linen(ggggg)
liner,4,reast(yy___) -> probe(_y__y) -> diner(_gggg) -> liner(ggggg)
lingo,4,reast(_____) -> build(__yy_) -> folic(_yyy_) -> lingo(ggggg)
lipid,4,reast(_____) -> build(__yyg) -> livid(gg_gg) -> lipid(ggggg)
lithe,3,reast(_y__y) -> title(_ggyg) -> lithe(ggggg)
liver,4,reast(yy___) -> probe(_y__y) -> diner(_g_gg) -> liver(ggggg)
livid,3,reast(_____) -> build(__yyg) -> livid(ggggg)
llama,4,reast(__g__) -> clank(_gg__) -> plaza(_gg_g) -> llama(ggggg)
loamy,4,reast(__g__) -> clank(_yg__) -> qualm(__gyy) -> loamy(ggggg)
loath,2,reast(__g_y) -> loath(ggggg)
lobby,3,reast(_____) -> build(y__y_) -> lobby(ggggg)
local,3,reast(__y__) -> monal(_g_gg) -> local(ggggg)
locus,3,reast(___y_) -> slunk(yyy__) -> locus(ggggg)
lodge,4,reast(_y___) -> clone(_yy_g) -> boule(_g_yg) -> lodge(ggggg)
lofty,4,reast(____y) -> ponty(_g_gg) -> booty(_g_gg) -> lofty(ggggg)
logic,4,reast(_____) -> build(__yy_) -> folic(_gygg) -> logic(ggggg)
login,4,reast(_____) -> build(__yy_) -> folic(_gyg_) -> login(ggggg)
loopy,4,reast(_____) -> build(___y_) -> clown(_yg__) -> loopy(ggggg)
loose,3,reast(_y_g_) -> close(_yggg) -> loose(ggggg)
lorry,4,reast(y____) -> courd(_g_g_) -> worry(_gggg) -> lorry(ggggg)
loser,3,reast(yy_y_) -> speir(y_y_g) -> loser(ggggg)
louse,3,reast(_y_g_) -> close(_yygg) -> louse(ggggg)
lousy,3,reast(___g_) -> floss(_yyg_) -> lousy(ggggg)
lover,5,reast(yy___) -> probe(_yy_y) -> mower(_g_gg) -> cover(_gggg) -> lover(ggggg)
lower,4,reast(yy___) -> probe(_yy_y) -> mower(_gggg) -> lower(ggggg)
lowly,5,reast(_____) -> build(___g_) -> ghyll(__ygy) -> folly(_gygg) -> lowly(ggggg)
loyal,4,reast(__y__) -> monal(_g_gg) -> local(gg_gg) -> loyal(ggggg)
lucid,3,reast(_____) -> build(_gyyg) -> lucid(ggggg)
lucky,4,reast(_____) -> build(_g_y_) -> lumpy(gg__g) -> lucky(ggggg)
lumen,4,reast(_y___) -> clone(_y_yy) -> linen(g__gg) -> lumen(ggggg)
lumpy,3,reast(_____) -> build(_g_y_) -> lumpy(ggggg)
lunar,4,reast(y_y__) -> carom(_yy__) -> urban(yy_gy) -> lunar(ggggg)
lunch,4,reast(_____) -> build(_g_y_) -> lumpy(gg___) -> lunch(ggggg)
lunge,3,reast(_y___) -> clone(_y_yg) -> lunge(ggggg)
lupus,4,reast(___y_) -> slunk(yyy__) -> locus(g__gg) -> lupus(ggggg)
lurch,4,reast(y____) -> courd(y_yy_) -> incur(__yyy) -> lurch(ggggg)
lurid,3,reast(y____) -> courd(__yyg) -> lurid(ggggg)
lusty,3,reast(___yy) -> stylo(yyyy_) -> lusty(ggggg)
lying,4,reast(_____) -> build(__gy_) -> clink(_ygg_) -> lying(ggggg)
lymph,4,reast(_____) -> build(___y_) -> clown(_y___) -> lymph(ggggg)
lynch,4,reast(_____) -> build(___y_) -> clown(yy__y) -> lynch(ggggg)
lyric,4,reast(y____) -> courd(y__y_) -> prick(_yyy_) -> lyric(ggggg)
macaw,4,reast(__y__) -> monal(g__g_) -> madam(gg_g_) -> macaw(ggggg)
macho,4,reast(__y__) -> monal(gy_y_) -> mambo(gg__g) -> macho(ggggg)
macro,3,reast(y_y__) -> carom(ygyyy) -> macro(ggggg)
madam,3,reast(__y__) -> monal(g__g_) -> madam(ggggg)
madly,3,reast(__y__) -> monal(g__yy) -> madly(ggggg)
mafia,4,reast(__y__) -> monal(g__y_) -> mamma(gg__g) -> mafia(ggggg)
magic,4,reast(__y__) -> monal(g__y_) -> mamma(gg___) -> magic(ggggg)
magma,4,reast(__y__) -> monal(g__y_) -> mamma(gg_gg) -> magma(ggggg)
maize,4,reast(_yy__) -> angel(y__y_) -> mavie(gg_yg) -> maize(ggggg)
major,5,reast(y_y__) -> carom(_gygy) -> manor(gg_gg) -> mayor(gg_gg) -> major(ggggg)
maker,4,reast(yyy__) -> wager(_g_gg) -> paler(_g_gg) -> maker(ggggg)
mambo,3,reast(__y__) -> monal(gy_y_) -> mambo(ggggg)
mamma,3,reast(__y__) -> monal(g__y_) -> mamma(ggggg)
mammy,4,reast(__y__) -> monal(g__y_) -> mamma(gggg_) -> mammy(ggggg)
manga,4,reast(__y__) -> monal(g_gy_) -> mania(ggg_g) -> manga(ggggg)
mange,3,reast(_yy__) -> angel(yyyy_) -> mange(ggggg)
mango,3,reast(__y__) -> monal(gygy_) -> mango(ggggg)
mangy,4,reast(__y__) -> monal(g_gy_) -> mania(ggg__) -> mangy(ggggg)
mania,3,reast(__y__) -> monal(g_gy_) -> mania(ggggg)
manic,4,reast(__y__) -> monal(g_gy_) -> mania(gggg_) -> manic(ggggg)
manly,3,reast(__y__) -> monal(g_gyy) -> manly(ggggg)
manor,3,reast(y_y__) -> carom(_gygy) -> manor(ggggg)
maple,4,reast(_yy__) -> angel(y__yy) -> fable(_g_gg) -> maple(ggggg)
march,3,reast(y_y__) -> carom(ygg_y) -> march(ggggg)
marry,3,reast(y_y__) -> carom(_gg_y) -> marry(ggggg)
marsh,2,reast(y_yg_) -> marsh(ggggg)
mason,3,reast(__yy_) -> solan(yy_yg) -> mason(ggggg)
masse,3,reast(_yyg_) -> amuse(yy_gg) -> masse(ggggg)
match,4,reast(__y_y) -> batty(_gg__) -> matlo(ggg__) -> match(ggggg)
matey,3,reast(_yy_y) -> latte(_gg_y) -> matey(ggggg)
mauve,4,reast(_yy__) -> angel(y__y_) -> mavie(ggy_g) -> mauve(ggggg)
maxim,4,reast(__y__) -> monal(g__y_) -> mamma(ggy__) -> maxim(ggggg)
maybe,4,reast(_yy__) -> angel(y__y_) -> mavie(gg__g) -> maybe(ggggg)
mayor,4,reast(y_y__) -> carom(_gygy) -> manor(gg_gg) -> mayor(ggggg)
mealy,3,reast(_gg__) -> leavy(ygg_g) -> mealy(ggggg)
meant,3,reast(_gg_g) -> leant(_gggg) -> meant(ggggg)
meaty,3,reast(_gg_y) -> death(_ggg_) -> meaty(ggggg)
mecca,3,reast(_gy__) -> pedal(_g_y_) -> mecca(ggggg)
medal,3,reast(_gy__) -> pedal(_gggg) -> medal(ggggg)
media,3,reast(_gy__) -> pedal(_ggy_) -> media(ggggg)
medic,4,reast(_g___) -> henge(_g___) -> belly(_g___) -> medic(ggggg)
melee,4,reast(_g___) -> henge(_g__g) -> medle(gg_yg) -> melee(ggggg)
melon,4,reast(_g___) -> henge(_gy__) -> felon(_gggg) -> melon(ggggg)
mercy,4,reast(yg___) -> lered(_gg__) -> merry(ggg_g) -> mercy(ggggg)
merge,4,reast(yg___) -> lered(_ggy_) -> verge(_gggg) -> merge(ggggg)
merit,3,reast(yg__g) -> beret(_gg_g) -> merit(ggggg)
merry,3,reast(yg___) -> lered(_gg__) -> merry(ggggg)
metal,4,reast(_gy_y) -> petal(_gggg) -> fetal(_gggg) -> metal(ggggg)
meter,3,reast(yg__y) -> metro(gggy_) -> meter(ggggg)
metro,2,reast(yg__y) -> metro(ggggg)
micro,3,reast(y____) -> courd(yy_g_) -> micro(ggggg)
midge,4,reast(_y___) -> clone(____g) -> budge(__ggg) -> midge(ggggg)
midst,3,reast(___gg) -> joist(__ygg) -> midst(ggggg)
might,4,reast(____g) -> flint(__y_g) -> vomit(__yyg) -> might(ggggg)
milky,4,reast(_____) -> build(__yy_) -> folic(__gy_) -> milky(ggggg)
mimic,5,reast(_____) -> build(__y__) -> pinky(_g___) -> civic(_g_gg) -> mimic(ggggg)
mince,3,reast(_y___) -> clone(y__yg) -> mince(ggggg)
miner,5,reast(yy___) -> probe(_y__y) -> diner(_gggg) -> liner(_gggg) -> miner(ggggg)
minim,5,reast(_____) -> build(__y__) -> pinky(_gg__) -> winch(_gg__) -> minim(ggggg)
minor,4,reast(y____) -> courd(_y_y_) -> grown(_yy_y) -> minor(ggggg)
minty,3,reast(____y) -> ponty(__ggg) -> minty(ggggg)
minus,3,reast(___y_) -> slunk(y_yy_) -> minus(ggggg)
mirth,5,reast(y___y) -> throw(yyg__) -> birth(_gggg) -> girth(_gggg) -> mirth(ggggg)
miser,3,reast(yy_y_) -> speir(y_yyg) -> miser(ggggg)
missy,4,reast(___g_) -> floss(___gy) -> shush(y__g_) -> missy(ggggg)
mocha,3,reast(__y__) -> monal(gg_y_) -> mocha(ggggg)
modal,3,reast(__y__) -> monal(gg_gg) -> modal(ggggg)
model,4,reast(_y___) -> clone(_yy_y) -> vowel(_g_gg) -> model(ggggg)
modem,4,reast(_y___) -> clone(__y_y) -> video(__ggy) -> modem(ggggg)
mogul,5,reast(_____) -> build(_y_y_) -> plunk(_yy__) -> ghoul(y_ygg) -> mogul(ggggg)
moist,4,reast(___gg) -> joist(_gggg) -> hoist(_gggg) -> moist(ggggg)
molar,4,reast(y_y__) -> carom(_yyyy) -> aroma(yyyy_) -> molar(ggggg)
moldy,3,reast(_____) -> build(___yy) -> moldy(ggggg)
money,4,reast(_y___) -> clone(__yyy) -> women(_gygy) -> money(ggggg)
month,3,reast(____y) -> ponty(_ggg_) -> month(ggggg)
moody,4,reast(_____) -> build(____y) -> dowdy(_g_gg) -> moody(ggggg)
moose,4,reast(_y_g_) -> close(__ggg) -> goose(_gggg) -> moose(ggggg)
moral,3,reast(y_y__) -> carom(_ygyy) -> moral(ggggg)
moron,3,reast(y____) -> courd(_g_y_) -> moron(ggggg)
morph,4,reast(y____) -> courd(_g_y_) -> moron(ggg__) -> morph(ggggg)
mossy,4,reast(___g_) -> floss(__ygy) -> bossy(_gggg) -> mossy(ggggg)
motel,4,reast(_y__y) -> title(__gyy) -> hotel(_gggg) -> motel(ggggg)
motif,4,reast(____y) -> ponty(_g_y_) -> tough(yg___) -> motif(ggggg)
motor,3,reast(y___y) -> throw(y_yg_) -> motor(ggggg)
motto,3,reast(____y) -> ponty(_g_g_) -> motto(ggggg)
moult,3,reast(____g) -> flint(_y__g) -> moult(ggggg)
mound,4,reast(_____) -> build(_y__g) -> fumed(_yy_g) -> mound(ggggg)
mount,4,reast(____g) -> flint(___gg) -> count(_gggg) -> mount(ggggg)
mourn,3,reast(y____) -> courd(_ggg_) -> mourn(ggggg)
mouse,5,reast(_y_g_) -> close(__ygg) -> poise(_g_gg) -> house(_gggg) -> mouse(ggggg)
mouth,4,reast(____y) -> ponty(_g_g_) -> motto(gg_g_) -> mouth(ggggg)
mover,4,reast(yy___) -> probe(_yy_y) -> mower(gg_gg) -> mover(ggggg)
movie,4,reast(_y___) -> clone(__y_g) -> dodge(_g__g) -> movie(ggggg)
mower,3,reast(yy___) -> probe(_yy_y) -> mower(ggggg)
mucky,4,reast(_____) -> build(_g___) -> humph(_gy__) -> mucky(ggggg)
mucus,4,reast(___y_) -> slunk(y_y__) -> music(ggy_y) -> mucus(ggggg)
muddy,4,reast(_____) -> build(_g__y) -> dummy(ygy_g) -> muddy(ggggg)
mulch,4,reast(_____) -> build(_g_y_) -> lumpy(ygy__) -> mulch(ggggg)
mummy,5,reast(_____) -> build(_g___) -> humph(_gg__) -> gummy(_gggg) -> mummy(ggggg)
munch,4,reast(_____) -> build(_g___) -> humph(_gy_g) -> munch(ggggg)
mural,3,reast(y_y__) -> carom(_yg_y) -> mural(ggggg)
murky,3,reast(y____) -> courd(__yy_) -> murky(ggggg)
mushy,4,reast(___y_) -> slunk(y_y__) -> music(ggg__) -> mushy(ggggg)
music,3,reast(___y_) -> slunk(y_y__) -> music(ggggg)
musky,4,reast(___y_) -> slunk(y_y_y) -> khuds(y_y_y) -> musky(ggggg)
musty,5,reast(___yy) -> stylo(yyy__) -> dusty(_gggg) -> gusty(_gggg) -> musty(ggggg)
myrrh,4,reast(y____) -> courd(___g_) -> whirl(_y_g_) -> myrrh(ggggg)
nadir,4,reast(y_y__) -> carom(_gy__) -> fader(_gg_g) -> nadir(ggggg)
naive,4,reast(_yy__) -> angel(yy_y_) -> dance(_gy_g) -> naive(ggggg)
nanny,4,reast(__y__) -> monal(__gy_) -> nancy(ggg_g) -> nanny(ggggg)
nasal,3,reast(__yy_) -> solan(y_ygy) -> nasal(ggggg)
nasty,3,reast(__yyy) -> tansy(ygyyg) -> nasty(ggggg)
natal,5,reast(__y_y) -> batty(_gg__) -> matlo(_ggy_) -> fatal(_gggg) -> natal(ggggg)
naval,3,reast(__y__) -> monal(__ygg) -> naval(ggggg)
navel,3,reast(_yy__) -> angel(yy_gg) -> navel(ggggg)
needy,3,reast(_g___) -> henge(_gy_y) -> needy(ggggg)
neigh,3,reast(_g___) -> henge(ygyg_) -> neigh(ggggg)
nerdy,3,reast(yg___) -> lered(_gg_y) -> nerdy(ggggg)
nerve,4,reast(yg___) -> lered(_ggy_) -> verge(ygg_g) -> nerve(ggggg)
never,4,reast(yg___) -> lered(_gyg_) -> newer(gg_gg) -> never(ggggg)
newer,3,reast(yg___) -> lered(_gyg_) -> newer(ggggg)
newly,4,reast(_g___) -> henge(_gy__) -> felon(_gy_y) -> newly(ggggg)
nicer,4,reast(yy___) -> probe(_y__y) -> diner(_gygg) -> nicer(ggggg)
niche,4,reast(_y___) -> clone(y__yg) -> mince(_gyyg) -> niche(ggggg)
niece,4,reast(_y___) -> clone(y__yg) -> mince(_gygg) -> niece(ggggg)
night,3,reast(____g) -> flint(__yyg) -> night(ggggg)
ninja,4,reast(__y__) -> monal(__gy_) -> nancy(gyg__) -> ninja(ggggg)
ninny,4,reast(_____) -> build(__y__) -> pinky(_gg_g) -> ninny(ggggg)
ninth,3,reast(____y) -> ponty(__gg_) -> ninth(ggggg)
noble,3,reast(_y___) -> clone(_yyyg) -> noble(ggggg)
nobly,3,reast(_____) -> build(y__g_) -> nobly(ggggg)
noise,4,reast(_y_g_) -> close(__ygg) -> poise(_gggg) -> noise(ggggg)
noisy,3,reast(___g_) -> floss(__yg_) -> noisy(ggggg)
nomad,4,reast(__y__) -> monal(ygyg_) -> woman(_gggy) -> nomad(ggggg)
noose,5,reast(_y_g_) -> close(__ggg) -> goose(_gggg) -> moose(_gggg) -> noose(ggggg)
north,4,reast(y___y) -> throw(yygy_) -> forth(_gggg) -> north(ggggg)
nosey,3,reast(_y_y_) -> spine(y__yy) -> nosey(ggggg)
notch,4,reast(____y) -> ponty(_gyy_) -> toxin(yg__y) -> notch(ggggg)
novel,3,reast(_y___) -> clone(_yyyy) -> novel(ggggg)
nudge,4,reast(_y___) -> clone(___yg) -> binge(__ygg) -> nudge(ggggg)
nurse,4,reast(yy_g_) -> prose(_y_gg) -> curse(_gggg) -> nurse(ggggg)
nutty,4,reast(____y) -> ponty(__ygg) -> unity(yy_gg) -> nutty(ggggg)
nylon,4,reast(_____) -> build(___y_) -> clown(_yy_g) -> nylon(ggggg)
nymph,4,reast(_____) -> build(_____) -> choof(_y___) -> nymph(ggggg)
oaken,4,reast(_yy__) -> angel(yy_g_) -> kaneh(ygyg_) -> oaken(ggggg)
obese,4,reast(_y_g_) -> close(__ygg) -> poise(_y_gg) -> obese(ggggg)
occur,3,reast(y____) -> courd(yyyy_) -> occur(ggggg)
ocean,4,reast(_yy__) -> angel(yy_y_) -> dance(_yyyy) -> ocean(ggggg)
octal,4,reast(__y_y) -> batty(_yg__) -> vital(__ggg) -> octal(ggggg)
octet,3,reast(_y__g) -> civet(y__gg) -> octet(ggggg)
odder,4,reast(yy___) -> probe(_yy_y) -> mower(_y_gg) -> odder(ggggg)
oddly,3,reast(_____) -> build(___gy) -> oddly(ggggg)
offal,3,reast(__y__) -> monal(_y_gg) -> offal(ggggg)
offer,5,reast(yy___) -> probe(_yy_y) -> mower(_y_gg) -> odder(g__gg) -> offer(ggggg)
often,3,reast(_y__y) -> title(__g_y) -> often(ggggg)
olden,3,reast(_y___) -> clone(_gyyy) -> olden(ggggg)
older,5,reast(yy___) -> probe(_yy_y) -> mower(_y_gg) -> odder(g_ggg) -> older(ggggg)
olive,3,reast(_y___) -> clone(_gy_g) -> olive(ggggg)
ombre,3,reast(yy___) -> probe(_yyyg) -> ombre(ggggg)
omega,4,reast(_yy__) -> angel(y_yy_) -> gauze(yy__y) -> omega(ggggg)
onion,4,reast(_____) -> build(__g__) -> coign(_yg_g) -> onion(ggggg)
onset,4,reast(_y_yg) -> slept(y_y_g) -> unset(_gggg) -> onset(ggggg)
opera,4,reast(yyy__) -> wager(_y_yy) -> bread(_ygy_) -> opera(ggggg)
opine,4,reast(_y___) -> clone(__ygg) -> ovine(g_ggg) -> opine(ggggg)
opium,4,reast(_____) -> build(_yg__) -> unify(y_g__) -> opium(ggggg)
optic,3,reast(____y) -> ponty(yy_y_) -> optic(ggggg)
orbit,3,reast(y___g) -> bruit(yg_gg) -> orbit(ggggg)
order,4,reast(yy___) -> probe(_gy_y) -> credo(_gyyy) -> order(ggggg)
organ,3,reast(y_y__) -> carom(_yyy_) -> organ(ggggg)
other,3,reast(yy__y) -> toter(yy_gg) -> other(ggggg)
otter,3,reast(yy__y) -> toter(yyggg) -> otter(ggggg)
ought,4,reast(____g) -> flint(____g) -> doubt(_yy_g) -> ought(ggggg)
ounce,3,reast(_y___) -> clone(y_yyg) -> ounce(ggggg)
outdo,4,reast(____y) -> ponty(_y_y_) -> outgo(ggg_g) -> outdo(ggggg)
outer,3,reast(yy__y) -> toter(_yggg) -> outer(ggggg)
outgo,3,reast(____y) -> ponty(_y_y_) -> outgo(ggggg)
ovary,4,reast(y_g__) -> drawn(_yg__) -> claro(__ggy) -> ovary(ggggg)
ovate,4,reast(_yg_y) -> plate(__ggg) -> abate(__ggg) -> ovate(ggggg)
overt,3,reast(yy__g) -> evert(_gggg) -> overt(ggggg)
ovine,3,reast(_y___) -> clone(__ygg) -> ovine(ggggg)
ovoid,3,reast(_____) -> build(__y_g) -> ovoid(ggggg)
owing,4,reast(_____) -> build(__g__) -> coign(_ygyy) -> owing(ggggg)
owner,4,reast(yy___) -> probe(_yy_y) -> mower(_yygg) -> owner(ggggg)
oxide,4,reast(_y___) -> clone(__y_g) -> dodge(yy__g) -> oxide(ggggg)
ozone,3,reast(_y___) -> clone(__ggg) -> ozone(ggggg)
paddy,5,reast(__y__) -> monal(___y_) -> cadgy(_gg_g) -> daddy(_gggg) -> paddy(ggggg)
pagan,4,reast(__y__) -> monal(__yg_) -> avian(y__gg) -> pagan(ggggg)
paint,3,reast(__y_g) -> atilt(y_g_g) -> paint(ggggg)
paler,3,reast(yyy__) -> wager(_g_gg) -> paler(ggggg)
palsy,3,reast(__yg_) -> lassi(yg_g_) -> palsy(ggggg)
panel,4,reast(_yy__) -> angel(yy_gg) -> navel(yg_gg) -> panel(ggggg)
panic,4,reast(__y__) -> monal(__gy_) -> nancy(_ggy_) -> panic(ggggg)
pansy,3,reast(__yg_) -> lassi(_g_g_) -> pansy(ggggg)
papal,4,reast(__y__) -> monal(___gg) -> cabal(_g_gg) -> papal(ggggg)
paper,6,reast(yyy__) -> wager(_g_gg) -> paler(gg_gg) -> payer(gg_gg) -> parer(gg_gg) -> paper(ggggg)
parer,5,reast(yyy__) -> wager(_g_gg) -> paler(gg_gg) -> payer(gg_gg) -> parer(ggggg)
parka,4,reast(y_y__) -> carom(_gg__) -> parry(ggg__) -> parka(ggggg)
parry,3,reast(y_y__) -> carom(_gg__) -> parry(ggggg)
parse,3,reast(yyyg_) -> arose(yy_gg) -> parse(ggggg)
party,3,reast(y_y_y) -> talar(yg__y) -> party(ggggg)
pasta,3,reast(__yyy) -> tansy(yg_y_) -> pasta(ggggg)
paste,5,reast(_yyyy) -> tabes(yg_yy) -> caste(_gggg) -> haste(_gggg) -> paste(ggggg)
pasty,3,reast(__yyy) -> tansy(yg_yg) -> pasty(ggggg)
